1765908736.348951 server started (26601): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1765908736.348989 on Linux 6.17.9-arch1-1 #1 SMP PREEMPT_DYNAMIC Mon, 24 Nov 2025 15:21:09 +0000
1765908736.348999 using libevent 2.1.12-stable poll
1765908736.349003 using ncurses 6.5 20240427
1765908736.442063 cmdq_next <client-26657>: empty
1765908736.442114 peer 0x55cc6f7c8bd0 message 305
1765908736.442117 sending message 304 to peer 0x55cc6f7c8bd0 (9 bytes)
1765908736.442120 file 1 sent 5, left 0
1765908736.442122 cmdq_next <global>: waiting
1765908736.442124 cmdq_next </dev/pts/0>: waiting
1765908736.442126 cmdq_next <client-26657>: empty
1765908736.442129 sending message 203 to peer 0x55cc6f7c8bd0 (4 bytes)
1765908736.442135 cmdq_next <global>: waiting
1765908736.442150 cmdq_next </dev/pts/0>: waiting
1765908736.442152 cmdq_next <client-26657>: empty
1765908736.442322 lost client 0x55cc6f82d060
1765908736.442331 remove peer 0x55cc6f7c8bd0
1765908736.442343 unref client 0x55cc6f82d060 (2 references)
1765908736.442346 unref client 0x55cc6f82d060 (1 references)
1765908736.442348 free client 0x55cc6f82d060 (0 references)
1765908736.442350 cmdq_next <global>: waiting
1765908736.442351 cmdq_next </dev/pts/0>: waiting
1765908736.443829 add peer 0x55cc6f7c8bd0: 10 (0x55cc6f82d060)
1765908736.443835 new client 0x55cc6f82d060
1765908736.443837 cmdq_next <global>: waiting
1765908736.443839 cmdq_next </dev/pts/0>: waiting
1765908736.443847 peer 0x55cc6f7c8bd0 message 111
1765908736.443849 client 0x55cc6f82d060 IDENTIFY_LONGFLAGS 0x10000
1765908736.443850 peer 0x55cc6f7c8bd0 message 111
1765908736.443852 client 0x55cc6f82d060 IDENTIFY_LONGFLAGS 0x10000
1765908736.443856 peer 0x55cc6f7c8bd0 message 101
1765908736.443858 client 0x55cc6f82d060 IDENTIFY_TERM 
1765908736.443859 peer 0x55cc6f7c8bd0 message 109
1765908736.443861 client 0x55cc6f82d060 IDENTIFY_FEATURES 
1765908736.443862 peer 0x55cc6f7c8bd0 message 102
1765908736.443863 client 0x55cc6f82d060 IDENTIFY_TTYNAME 
1765908736.443865 peer 0x55cc6f7c8bd0 message 108
1765908736.443868 client 0x55cc6f82d060 IDENTIFY_CWD /home/aaron/.config/tmux
1765908736.443870 peer 0x55cc6f7c8bd0 message 104
1765908736.443871 client 0x55cc6f82d060 IDENTIFY_STDIN 11
1765908736.443873 cmdq_next <global>: waiting
1765908736.443874 cmdq_next </dev/pts/0>: waiting
1765908736.443886 peer 0x55cc6f7c8bd0 message 110
1765908736.443887 client 0x55cc6f82d060 IDENTIFY_STDOUT 12
1765908736.443889 peer 0x55cc6f7c8bd0 message 107
1765908736.443890 client 0x55cc6f82d060 IDENTIFY_CLIENTPID 26658
1765908736.443891 peer 0x55cc6f7c8bd0 message 105
1765908736.443893 client 0x55cc6f82d060 IDENTIFY_ENVIRON SHELL=/usr/bin/fish
1765908736.443894 peer 0x55cc6f7c8bd0 message 105
1765908736.443896 client 0x55cc6f82d060 IDENTIFY_ENVIRON SESSION_MANAGER=local/aaron-pc:@/tmp/.ICE-unix/1554,unix/aaron-pc:/tmp/.ICE-unix/1554
1765908736.443898 peer 0x55cc6f7c8bd0 message 105
1765908736.443900 client 0x55cc6f82d060 IDENTIFY_ENVIRON WINDOWID=94899686439648
1765908736.443901 peer 0x55cc6f7c8bd0 message 105
1765908736.443903 client 0x55cc6f82d060 IDENTIFY_ENVIRON TOP_PID=26627
1765908736.443904 peer 0x55cc6f7c8bd0 message 105
1765908736.443906 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_CONFIG_DIRS=/home/aaron/.config/kdedefaults:/etc/xdg
1765908736.443907 peer 0x55cc6f7c8bd0 message 105
1765908736.443909 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session1
1765908736.443910 peer 0x55cc6f7c8bd0 message 105
1765908736.443912 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_MENU_PREFIX=plasma-
1765908736.443914 peer 0x55cc6f7c8bd0 message 105
1765908736.443915 client 0x55cc6f82d060 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,26601,-1
1765908736.443917 peer 0x55cc6f7c8bd0 message 105
1765908736.443919 client 0x55cc6f82d060 IDENTIFY_ENVIRON ICEAUTHORITY=/run/user/1000/iceauth_wcIJES
1765908736.443920 peer 0x55cc6f7c8bd0 message 105
1765908736.443922 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_ADDRESS=de_DE.UTF-8
1765908736.443923 peer 0x55cc6f7c8bd0 message 105
1765908736.443925 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_NAME=de_DE.UTF-8
1765908736.443926 peer 0x55cc6f7c8bd0 message 105
1765908736.443928 client 0x55cc6f82d060 IDENTIFY_ENVIRON MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1765908736.443929 peer 0x55cc6f7c8bd0 message 105
1765908736.443931 client 0x55cc6f82d060 IDENTIFY_ENVIRON DESKTOP_SESSION=plasma
1765908736.443932 peer 0x55cc6f7c8bd0 message 105
1765908736.443934 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_MONETARY=de_DE.UTF-8
1765908736.443935 peer 0x55cc6f7c8bd0 message 105
1765908736.443937 client 0x55cc6f82d060 IDENTIFY_ENVIRON GTK_RC_FILES=/etc/gtk/gtkrc:/home/aaron/.gtkrc:/home/aaron/.config/gtkrc
1765908736.443939 peer 0x55cc6f7c8bd0 message 105
1765908736.443940 client 0x55cc6f82d060 IDENTIFY_ENVIRON EDITOR=nano
1765908736.443942 peer 0x55cc6f7c8bd0 message 105
1765908736.443943 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SEAT=seat0
1765908736.443944 peer 0x55cc6f7c8bd0 message 105
1765908736.443946 client 0x55cc6f82d060 IDENTIFY_ENVIRON PWD=/home/aaron/.config/tmux
1765908736.443948 peer 0x55cc6f7c8bd0 message 105
1765908736.443949 client 0x55cc6f82d060 IDENTIFY_ENVIRON LOGNAME=aaron
1765908736.443951 peer 0x55cc6f7c8bd0 message 105
1765908736.443952 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=KDE
1765908736.443953 peer 0x55cc6f7c8bd0 message 105
1765908736.443955 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1765908736.443956 peer 0x55cc6f7c8bd0 message 105
1765908736.443958 client 0x55cc6f82d060 IDENTIFY_ENVIRON nvm_current_version=v24.1.0
1765908736.443959 peer 0x55cc6f7c8bd0 message 105
1765908736.443961 client 0x55cc6f82d060 IDENTIFY_ENVIRON SYSTEMD_EXEC_PID=1576
1765908736.443964 peer 0x55cc6f7c8bd0 message 105
1765908736.443966 client 0x55cc6f82d060 IDENTIFY_ENVIRON XAUTHORITY=/run/user/1000/xauth_BAUtqF
1765908736.443967 peer 0x55cc6f7c8bd0 message 105
1765908736.443969 client 0x55cc6f82d060 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1765908736.443970 peer 0x55cc6f7c8bd0 message 105
1765908736.443972 client 0x55cc6f82d060 IDENTIFY_ENVIRON GTK2_RC_FILES=/etc/gtk-2.0/gtkrc:/home/aaron/.gtkrc-2.0:/home/aaron/.config/gtkrc-2.0
1765908736.443974 peer 0x55cc6f7c8bd0 message 105
1765908736.443975 client 0x55cc6f82d060 IDENTIFY_ENVIRON HOME=/home/aaron
1765908736.443976 peer 0x55cc6f7c8bd0 message 105
1765908736.443978 client 0x55cc6f82d060 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1765908736.443980 peer 0x55cc6f7c8bd0 message 105
1765908736.443981 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_PAPER=de_DE.UTF-8
1765908736.443983 peer 0x55cc6f7c8bd0 message 105
1765908736.443984 client 0x55cc6f82d060 IDENTIFY_ENVIRON _JAVA_AWT_WM_NONREPARENTING=1
1765908736.443985 peer 0x55cc6f7c8bd0 message 105
1765908736.443987 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=KDE
1765908736.443988 peer 0x55cc6f7c8bd0 message 105
1765908736.443991 client 0x55cc6f82d060 IDENTIFY_ENVIRON MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/plasma-plasmashell.service/memory.pressure
1765908736.443992 peer 0x55cc6f7c8bd0 message 105
1765908736.443994 client 0x55cc6f82d060 IDENTIFY_ENVIRON STARSHIP_SHELL=fish
1765908736.443996 peer 0x55cc6f7c8bd0 message 105
1765908736.443998 client 0x55cc6f82d060 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1765908736.443999 peer 0x55cc6f7c8bd0 message 105
1765908736.444001 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0
1765908736.444002 peer 0x55cc6f7c8bd0 message 105
1765908736.444004 client 0x55cc6f82d060 IDENTIFY_ENVIRON INVOCATION_ID=78a21aabb031402f8b7474861b9ecc61
1765908736.444005 peer 0x55cc6f7c8bd0 message 105
1765908736.444007 client 0x55cc6f82d060 IDENTIFY_ENVIRON MANAGERPID=1248
1765908736.444008 peer 0x55cc6f7c8bd0 message 105
1765908736.444010 client 0x55cc6f82d060 IDENTIFY_ENVIRON STARSHIP_SESSION_KEY=2013220227101919
1765908736.444011 peer 0x55cc6f7c8bd0 message 105
1765908736.444013 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_SESSION_UID=1000
1765908736.444014 peer 0x55cc6f7c8bd0 message 105
1765908736.444016 client 0x55cc6f82d060 IDENTIFY_ENVIRON ALACRITTY_SOCKET=/run/user/1000/Alacritty-wayland-0-21245.sock
1765908736.444017 peer 0x55cc6f7c8bd0 message 105
1765908736.444019 client 0x55cc6f82d060 IDENTIFY_ENVIRON XKB_DEFAULT_LAYOUT=us
1765908736.444020 peer 0x55cc6f7c8bd0 message 105
1765908736.444022 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1765908736.444023 peer 0x55cc6f7c8bd0 message 105
1765908736.444025 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_IDENTIFICATION=de_DE.UTF-8
1765908736.444026 peer 0x55cc6f7c8bd0 message 105
1765908736.444028 client 0x55cc6f82d060 IDENTIFY_ENVIRON USER=aaron
1765908736.444029 peer 0x55cc6f7c8bd0 message 105
1765908736.444031 client 0x55cc6f82d060 IDENTIFY_ENVIRON QT_WAYLAND_RECONNECT=1
1765908736.444032 peer 0x55cc6f7c8bd0 message 105
1765908736.444034 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_SESSION_VERSION=6
1765908736.444035 peer 0x55cc6f7c8bd0 message 105
1765908736.444037 client 0x55cc6f82d060 IDENTIFY_ENVIRON PAM_KWALLET5_LOGIN=/run/user/1000/kwallet5.socket
1765908736.444038 peer 0x55cc6f7c8bd0 message 105
1765908736.444040 client 0x55cc6f82d060 IDENTIFY_ENVIRON DISPLAY=:1
1765908736.444041 peer 0x55cc6f7c8bd0 message 105
1765908736.444043 client 0x55cc6f82d060 IDENTIFY_ENVIRON SHLVL=4
1765908736.444044 peer 0x55cc6f7c8bd0 message 105
1765908736.444045 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_TELEPHONE=de_DE.UTF-8
1765908736.444047 peer 0x55cc6f7c8bd0 message 105
1765908736.444048 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_MEASUREMENT=de_DE.UTF-8
1765908736.444050 peer 0x55cc6f7c8bd0 message 105
1765908736.444051 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_VTNR=1
1765908736.444053 peer 0x55cc6f7c8bd0 message 105
1765908736.444056 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_ID=2
1765908736.444057 peer 0x55cc6f7c8bd0 message 105
1765908736.444059 client 0x55cc6f82d060 IDENTIFY_ENVIRON MANAGERPIDFDID=1249
1765908736.444060 peer 0x55cc6f7c8bd0 message 105
1765908736.444062 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1765908736.444063 peer 0x55cc6f7c8bd0 message 105
1765908736.444065 client 0x55cc6f82d060 IDENTIFY_ENVIRON DEBUGINFOD_URLS=https://debuginfod.archlinux.org 
1765908736.444066 peer 0x55cc6f7c8bd0 message 105
1765908736.444068 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_TIME=de_DE.UTF-8
1765908736.444069 peer 0x55cc6f7c8bd0 message 105
1765908736.444071 client 0x55cc6f82d060 IDENTIFY_ENVIRON JOURNAL_STREAM=9:20814
1765908736.444072 peer 0x55cc6f7c8bd0 message 105
1765908736.444074 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_DATA_DIRS=/home/aaron/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share:/usr/share
1765908736.444076 peer 0x55cc6f7c8bd0 message 105
1765908736.444077 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_FULL_SESSION=true
1765908736.444079 peer 0x55cc6f7c8bd0 message 105
1765908736.444081 client 0x55cc6f82d060 IDENTIFY_ENVIRON BROWSER=firefox
1765908736.444082 peer 0x55cc6f7c8bd0 message 105
1765908736.444089 client 0x55cc6f82d060 IDENTIFY_ENVIRON PATH=/home/aaron/.local/share/nvm/v24.1.0/bin:/home/aaron/.spicetify:/home/aaron/.cargo/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/var/lib/flatpak/exports/bin:/usr/lib/jvm/default/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl:/home/aaron/.local/share/JetBrains/Toolbox/scripts
1765908736.444091 peer 0x55cc6f7c8bd0 message 105
1765908736.444093 client 0x55cc6f82d060 IDENTIFY_ENVIRON ALACRITTY_LOG=/tmp/Alacritty-21245.log
1765908736.444094 peer 0x55cc6f7c8bd0 message 105
1765908736.444096 client 0x55cc6f82d060 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1765908736.444097 peer 0x55cc6f7c8bd0 message 105
1765908736.444099 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_APPLICATIONS_AS_SCOPE=1
1765908736.444100 peer 0x55cc6f7c8bd0 message 105
1765908736.444102 client 0x55cc6f82d060 IDENTIFY_ENVIRON MAIL=/var/spool/mail/aaron
1765908736.444103 peer 0x55cc6f7c8bd0 message 105
1765908736.444105 client 0x55cc6f82d060 IDENTIFY_ENVIRON ALACRITTY_WINDOW_ID=94899686439648
1765908736.444106 peer 0x55cc6f7c8bd0 message 105
1765908736.444108 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_NUMERIC=de_DE.UTF-8
1765908736.444109 peer 0x55cc6f7c8bd0 message 105
1765908736.444111 client 0x55cc6f82d060 IDENTIFY_ENVIRON _=/usr/bin/tmux
1765908736.444112 peer 0x55cc6f7c8bd0 message 106
1765908736.444114 client 0x55cc6f82d060 name is client-26658
1765908736.444117 cmdq_next <global>: waiting
1765908736.444119 cmdq_next </dev/pts/0>: waiting
1765908736.444120 cmdq_next <client-26658>: empty
1765908736.444124 peer 0x55cc6f7c8bd0 message 200
1765908736.444126 cmd_unpack_argv: argv[0]=set-option
1765908736.444127 cmd_unpack_argv: argv[1]=-g
1765908736.444129 cmd_unpack_argv: argv[2]=history-limit
1765908736.444130 cmd_unpack_argv: argv[3]=50000
1765908736.444132 cmd_parse_build_commands 0:0: set-option
1765908736.444134 cmd_parse_build_commands 0:1: -g
1765908736.444135 cmd_parse_build_commands 0:2: history-limit
1765908736.444142 cmd_parse_build_commands 0:3: 50000
1765908736.444148 args_parse_flags: next -g
1765908736.444149 args_parse_flags: -g
1765908736.444150 args_parse_flags: next history-limit
1765908736.444152 args_parse: flags end at 2 of 4
1765908736.444153 args_parse: 2 = history-limit (type STRING)
1765908736.444155 args_parse: 3 = 50000 (type STRING)
1765908736.444159 cmd_parse_build_commands: set-option -g history-limit 50000
1765908736.444161 cmdq_get_command: [set-option/0x55cc6f7fa610] group 2843
1765908736.444163 cmdq_append <client-26658>: [set-option/0x55cc6f7fa610]
1765908736.444165 cmdq_append <client-26658>: [server_client_command_done/0x55cc6f7be880]
1765908736.444167 cmdq_next <global>: waiting
1765908736.444168 cmdq_next </dev/pts/0>: waiting
1765908736.444169 cmdq_next <client-26658>: enter
1765908736.444173 cmdq_next <client-26658>: [set-option/0x55cc6f7fa610] (0), flags 0
1765908736.444175 cmd_find_best_session: 0 sessions to try
1765908736.444176 cmd_find_current_client: no target, return (nil)
1765908736.444178 cmd_find_best_session: 0 sessions to try
1765908736.444180 cmd_find_target: target none, type pane, item 0x55cc6f7fa610, flags QUIET,CANFAIL
1765908736.444181 cmd_find_best_session: 0 sessions to try
1765908736.444182 cmd_find_target: error
1765908736.444184 format_defaults: c=none
1765908736.444185 format_defaults: s=none
1765908736.444186 format_defaults: wl=none
1765908736.444187 format_defaults: wp=none
1765908736.444190 format_expand1: expanding format: history-limit
1765908736.444192 format_expand1: result is: history-limit
1765908736.444193 unref client 0x55cc6f82d060 (4 references)
1765908736.444200 options_push_changes: history-limit
1765908736.444202 cmd_find_best_session: 0 sessions to try
1765908736.444203 unref client 0x55cc6f82d060 (3 references)
1765908736.444205 cmdq_next <client-26658>: [server_client_command_done/0x55cc6f7be880] (1), flags 0
1765908736.444206 unref client 0x55cc6f82d060 (2 references)
1765908736.444208 cmdq_next <client-26658>: exit (empty)
1765908736.444209 cmdq_next <global>: waiting
1765908736.444210 cmdq_next </dev/pts/0>: waiting
1765908736.444211 cmdq_next <client-26658>: empty
1765908736.444213 sending message 203 to peer 0x55cc6f7c8bd0 (4 bytes)
1765908736.444220 cmdq_next <global>: waiting
1765908736.444222 cmdq_next </dev/pts/0>: waiting
1765908736.444223 cmdq_next <client-26658>: empty
1765908736.444400 lost client 0x55cc6f82d060
1765908736.444408 remove peer 0x55cc6f7c8bd0
1765908736.444419 unref client 0x55cc6f82d060 (1 references)
1765908736.444422 free client 0x55cc6f82d060 (0 references)
1765908736.444424 cmdq_next <global>: waiting
1765908736.444425 cmdq_next </dev/pts/0>: waiting
1765908736.445838 add peer 0x55cc6f7f2a50: 10 (0x55cc6f82d060)
1765908736.445844 new client 0x55cc6f82d060
1765908736.445846 cmdq_next <global>: waiting
1765908736.445848 cmdq_next </dev/pts/0>: waiting
1765908736.445856 peer 0x55cc6f7f2a50 message 111
1765908736.445858 client 0x55cc6f82d060 IDENTIFY_LONGFLAGS 0x10000
1765908736.445859 peer 0x55cc6f7f2a50 message 111
1765908736.445860 client 0x55cc6f82d060 IDENTIFY_LONGFLAGS 0x10000
1765908736.445862 peer 0x55cc6f7f2a50 message 101
1765908736.445863 client 0x55cc6f82d060 IDENTIFY_TERM 
1765908736.445864 peer 0x55cc6f7f2a50 message 109
1765908736.445866 client 0x55cc6f82d060 IDENTIFY_FEATURES 
1765908736.445867 peer 0x55cc6f7f2a50 message 102
1765908736.445868 client 0x55cc6f82d060 IDENTIFY_TTYNAME 
1765908736.445870 peer 0x55cc6f7f2a50 message 108
1765908736.445873 client 0x55cc6f82d060 IDENTIFY_CWD /home/aaron/.config/tmux
1765908736.445875 peer 0x55cc6f7f2a50 message 104
1765908736.445876 client 0x55cc6f82d060 IDENTIFY_STDIN 11
1765908736.445878 cmdq_next <global>: waiting
1765908736.445879 cmdq_next </dev/pts/0>: waiting
1765908736.445889 peer 0x55cc6f7f2a50 message 110
1765908736.445890 client 0x55cc6f82d060 IDENTIFY_STDOUT 12
1765908736.445892 peer 0x55cc6f7f2a50 message 107
1765908736.445893 client 0x55cc6f82d060 IDENTIFY_CLIENTPID 26659
1765908736.445894 peer 0x55cc6f7f2a50 message 105
1765908736.445896 client 0x55cc6f82d060 IDENTIFY_ENVIRON SHELL=/usr/bin/fish
1765908736.445897 peer 0x55cc6f7f2a50 message 105
1765908736.445900 client 0x55cc6f82d060 IDENTIFY_ENVIRON SESSION_MANAGER=local/aaron-pc:@/tmp/.ICE-unix/1554,unix/aaron-pc:/tmp/.ICE-unix/1554
1765908736.445901 peer 0x55cc6f7f2a50 message 105
1765908736.445903 client 0x55cc6f82d060 IDENTIFY_ENVIRON WINDOWID=94899686439648
1765908736.445904 peer 0x55cc6f7f2a50 message 105
1765908736.445906 client 0x55cc6f82d060 IDENTIFY_ENVIRON TOP_PID=26627
1765908736.445907 peer 0x55cc6f7f2a50 message 105
1765908736.445909 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_CONFIG_DIRS=/home/aaron/.config/kdedefaults:/etc/xdg
1765908736.445910 peer 0x55cc6f7f2a50 message 105
1765908736.445912 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session1
1765908736.445917 peer 0x55cc6f7f2a50 message 105
1765908736.445918 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_MENU_PREFIX=plasma-
1765908736.445920 peer 0x55cc6f7f2a50 message 105
1765908736.445921 client 0x55cc6f82d060 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,26601,-1
1765908736.445923 peer 0x55cc6f7f2a50 message 105
1765908736.445925 client 0x55cc6f82d060 IDENTIFY_ENVIRON ICEAUTHORITY=/run/user/1000/iceauth_wcIJES
1765908736.445926 peer 0x55cc6f7f2a50 message 105
1765908736.445928 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_ADDRESS=de_DE.UTF-8
1765908736.445929 peer 0x55cc6f7f2a50 message 105
1765908736.445931 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_NAME=de_DE.UTF-8
1765908736.445932 peer 0x55cc6f7f2a50 message 105
1765908736.445934 client 0x55cc6f82d060 IDENTIFY_ENVIRON MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1765908736.445935 peer 0x55cc6f7f2a50 message 105
1765908736.445937 client 0x55cc6f82d060 IDENTIFY_ENVIRON DESKTOP_SESSION=plasma
1765908736.445938 peer 0x55cc6f7f2a50 message 105
1765908736.445940 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_MONETARY=de_DE.UTF-8
1765908736.445941 peer 0x55cc6f7f2a50 message 105
1765908736.445943 client 0x55cc6f82d060 IDENTIFY_ENVIRON GTK_RC_FILES=/etc/gtk/gtkrc:/home/aaron/.gtkrc:/home/aaron/.config/gtkrc
1765908736.445945 peer 0x55cc6f7f2a50 message 105
1765908736.445946 client 0x55cc6f82d060 IDENTIFY_ENVIRON EDITOR=nano
1765908736.445948 peer 0x55cc6f7f2a50 message 105
1765908736.445949 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SEAT=seat0
1765908736.445951 peer 0x55cc6f7f2a50 message 105
1765908736.445952 client 0x55cc6f82d060 IDENTIFY_ENVIRON PWD=/home/aaron/.config/tmux
1765908736.445954 peer 0x55cc6f7f2a50 message 105
1765908736.445955 client 0x55cc6f82d060 IDENTIFY_ENVIRON LOGNAME=aaron
1765908736.445956 peer 0x55cc6f7f2a50 message 105
1765908736.445958 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=KDE
1765908736.445959 peer 0x55cc6f7f2a50 message 105
1765908736.445961 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1765908736.445962 peer 0x55cc6f7f2a50 message 105
1765908736.445964 client 0x55cc6f82d060 IDENTIFY_ENVIRON nvm_current_version=v24.1.0
1765908736.445965 peer 0x55cc6f7f2a50 message 105
1765908736.445967 client 0x55cc6f82d060 IDENTIFY_ENVIRON SYSTEMD_EXEC_PID=1576
1765908736.445968 peer 0x55cc6f7f2a50 message 105
1765908736.445970 client 0x55cc6f82d060 IDENTIFY_ENVIRON XAUTHORITY=/run/user/1000/xauth_BAUtqF
1765908736.445971 peer 0x55cc6f7f2a50 message 105
1765908736.445973 client 0x55cc6f82d060 IDENTIFY_ENVIRON MOTD_SHOWN=pam
1765908736.445974 peer 0x55cc6f7f2a50 message 105
1765908736.445976 client 0x55cc6f82d060 IDENTIFY_ENVIRON GTK2_RC_FILES=/etc/gtk-2.0/gtkrc:/home/aaron/.gtkrc-2.0:/home/aaron/.config/gtkrc-2.0
1765908736.445978 peer 0x55cc6f7f2a50 message 105
1765908736.445979 client 0x55cc6f82d060 IDENTIFY_ENVIRON HOME=/home/aaron
1765908736.445980 peer 0x55cc6f7f2a50 message 105
1765908736.445982 client 0x55cc6f82d060 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1765908736.445984 peer 0x55cc6f7f2a50 message 105
1765908736.445985 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_PAPER=de_DE.UTF-8
1765908736.445987 peer 0x55cc6f7f2a50 message 105
1765908736.445988 client 0x55cc6f82d060 IDENTIFY_ENVIRON _JAVA_AWT_WM_NONREPARENTING=1
1765908736.445990 peer 0x55cc6f7f2a50 message 105
1765908736.445991 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=KDE
1765908736.445993 peer 0x55cc6f7f2a50 message 105
1765908736.445995 client 0x55cc6f82d060 IDENTIFY_ENVIRON MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/plasma-plasmashell.service/memory.pressure
1765908736.445996 peer 0x55cc6f7f2a50 message 105
1765908736.445998 client 0x55cc6f82d060 IDENTIFY_ENVIRON STARSHIP_SHELL=fish
1765908736.445999 peer 0x55cc6f7f2a50 message 105
1765908736.446001 client 0x55cc6f82d060 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1765908736.446003 peer 0x55cc6f7f2a50 message 105
1765908736.446004 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0
1765908736.446007 peer 0x55cc6f7f2a50 message 105
1765908736.446009 client 0x55cc6f82d060 IDENTIFY_ENVIRON INVOCATION_ID=78a21aabb031402f8b7474861b9ecc61
1765908736.446010 peer 0x55cc6f7f2a50 message 105
1765908736.446012 client 0x55cc6f82d060 IDENTIFY_ENVIRON MANAGERPID=1248
1765908736.446013 peer 0x55cc6f7f2a50 message 105
1765908736.446015 client 0x55cc6f82d060 IDENTIFY_ENVIRON STARSHIP_SESSION_KEY=2013220227101919
1765908736.446016 peer 0x55cc6f7f2a50 message 105
1765908736.446018 client 0x55cc6f82d060 IDENTIFY_ENVIRON KDE_SESSION_UID=1000
1765908736.446020 peer 0x55cc6f7f2a50 message 105
1765908736.446022 client 0x55cc6f82d060 IDENTIFY_ENVIRON ALACRITTY_SOCKET=/run/user/1000/Alacritty-wayland-0-21245.sock
1765908736.446023 peer 0x55cc6f7f2a50 message 105
1765908736.446025 client 0x55cc6f82d060 IDENTIFY_ENVIRON XKB_DEFAULT_LAYOUT=us
1765908736.446026 peer 0x55cc6f7f2a50 message 105
1765908736.446028 client 0x55cc6f82d060 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1765908736.446029 peer 0x55cc6f7f2a50 message 105
1765908736.446031 client 0x55cc6f82d060 IDENTIFY_ENVIRON LC_IDENTIFICATION=de_DE.UTF-8
1765908736.446032 peer 0x55cc6f7f2a50 message 105
1765908736.446034 client 0x55cc6f82d060 IDENTIFY_ENVIRON USER=aaron
1765908736.446035 peer 0x55cc6f7f2a50 message 105
1765908736.446037 client 0x55cc6f82d060 IDENTIFY_ENVIRON QT_WAYLAND_RECONNECT=1
1765908736.446038 peer 0x55cc6f7f2a50 message 105
